Date,Ticker,Close,High,Low,Open,Volume
2015-01-02,BND,62.573143005371094,62.60342713073623,62.399010728548156,62.406583203916014,2218800
2015-01-02,SPY,172.5928497314453,173.81108342603477,171.54265711178826,173.39100637817197,121465900
2015-01-02,TSLA,14.620667457580566,14.883333206176758,14.21733283996582,14.857999801635742,71466000
2015-01-05,BND,62.75483703613281,62.777548684340324,62.61098889601079,62.641273018989416,5820100
2015-01-05,SPY,169.4758758544922,171.70227895729792,169.16502295855832,171.5342507113805,169632600
2015-01-05,TSLA,14.005999565124512,14.433333396911621,13.810667037963867,14.303333282470703,80527500
2015-01-06,BND,62.93653106689453,63.125802488602375,62.86082365343247,62.86082365343247,3887600
2015-01-06,SPY,167.87962341308594,170.3160655379834,167.0730697163054,169.78676427385443,209151400
2015-01-06,TSLA,14.085332870483398,14.279999732971191,13.61400032043457,14.003999710083008,93928500
2015-01-07,BND,62.974388122558594,63.05009553657472,62.875969061948176,62.94410400173106,2433400
2015-01-07,SPY,169.9716033935547,170.31606971102266,168.77018897569735,169.22386662768372,125346700
2015-01-07,TSLA,14.063332557678223,14.3186674118042,13.985333442687988,14.223333358764648,44526000
2015-01-08,BND,62.87598419189453,62.921407496013394,62.81541593566482,62.921407496013394,1873400
2015-01-08,SPY,172.98779296875,173.20624132639495,171.38310774154985,171.39990160003077,147217800
2015-01-08,TSLA,14.041333198547363,14.25333309173584,14.000666618347168,14.187333106994629,51637500
2015-01-09,BND,62.98196029663086,63.057667710286175,62.83811216741197,62.845684641609125,1646100
2015-01-09,SPY,171.60147094726562,173.42460376363718,170.9797523125728,173.40779709250117,158567300
2015-01-09,TSLA,13.77733325958252,13.998666763305664,13.663999557495117,13.928000450134277,70024500
2015-01-12,BND,63.065242767333984,63.08795441475019,62.9895295744724,63.02738617090319,4397900
2015-01-12,SPY,170.25723266601562,171.89554350753323,169.6439237285759,171.73591216853532,144396100
2015-01-12,TSLA,13.480667114257812,13.631333351135254,13.283332824707031,13.536666870117188,89254500
2015-01-13,BND,63.12579345703125,63.193934162671816,63.01223524113793,63.07279769757951,2223400
2015-01-13,SPY,169.7783966064453,172.63491633618784,168.45934809223814,171.49230588034317,214553300
2015-01-13,TSLA,13.616666793823242,13.840666770935059,13.394000053405762,13.554667472839355,67159500
2015-01-14,BND,63.26966857910156,63.38323261958708,63.254529402553445,63.322664361180536,2481200
2015-01-14,SPY,168.75340270996094,168.95504436841682,166.82945489534583,167.73681030905232,192991100
2015-01-14,TSLA,12.845999717712402,13.013333320617676,12.333333015441895,12.388667106628418,173278500
2015-01-15,BND,63.54978942871094,63.56492860454117,63.25452640311376,63.25452640311376,4214500
2015-01-15,SPY,167.2074432373047,169.7194953509702,167.08982219672902,169.40024556639736,176613900
2015-01-15,TSLA,12.791333198547363,13.050000190734863,12.666666984558105,12.965999603271484,78247500
2015-01-16,BND,63.360538482666016,63.48166925685855,63.27725854836112,63.45138511928326,3631300
2015-01-16,SPY,169.40028381347656,169.5599151516704,166.8126075168364,166.99744245372034,211879600
2015-01-16,TSLA,12.871333122253418,12.965999603271484,12.643333435058594,12.713333129882812,54048000
2015-01-20,BND,63.292362213134766,63.466494462452744,63.2696505667249,63.368069626536126,3029500
2015-01-20,SPY,169.76158142089844,170.316086353973,168.173690254176,170.047230815608,130991100
2015-01-20,TSLA,12.795332908630371,12.941332817077637,12.469332695007324,12.924667358398438,67548000
2015-01-21,BND,63.17124938964844,63.44380077593242,63.16367691333304,63.43622829961702,2473900
2015-01-21,SPY,170.61849975585938,171.10579068247915,168.8205704568237,169.29105471156433,122942700
2015-01-21,TSLA,13.104666709899902,13.245332717895508,12.633999824523926,12.636667251586914,62295000
2015-01-22,BND,63.186344146728516,63.315047273077944,63.11820923610928,63.315047273077944,2157400
2015-01-22,SPY,173.1558074951172,173.29022244099968,169.98842217378856,171.38308139768512,174356000
2015-01-22,TSLA,13.441332817077637,13.549332618713379,13.013333320617676,13.133333206176758,61753500
2015-01-23,BND,63.390777587890625,63.421055927847775,63.2999252397056,63.322636882725725,6255000
2015-01-23,SPY,172.20639038085938,173.15576863535017,172.07196264540795,172.89531009051262,117516800
2015-01-23,TSLA,13.419333457946777,13.566666603088379,13.222000122070312,13.352666854858398,51579000
2015-01-26,BND,63.315067291259766,63.40591964357963,63.27721647653841,63.39078047291205,7810500
2015-01-26,SPY,172.6096954345703,172.70211291878758,171.26545626928123,171.9879894677788,92009700
2015-01-26,TSLA,13.770000457763672,13.907999992370605,13.403332710266113,13.45533275604248,48517500
2015-01-27,BND,63.3528938293457,63.51188103840805,63.3150372564776,63.48916940512801,1154100
2015-01-27,SPY,170.33285522460938,171.49225922219964,169.49270108329782,170.52608708758527,134044600
2015-01-27,TSLA,13.732000350952148,13.868666648864746,13.553333282470703,13.628000259399414,41715000
2015-01-28,BND,63.58007049560547,63.663344622822954,63.30751913492821,63.32265831002962,1394600
2015-01-28,SPY,168.1484832763672,171.63511853882397,167.9552513743802,171.53430412382858,168514300
2015-01-28,TSLA,13.291333198547363,13.758000373840332,13.227999687194824,13.740667343139648,47244000
2015-01-29,BND,63.511898040771484,63.57246626313396,63.41347901151016,63.549754623773936,1551300
2015-01-29,SPY,169.70277404785156,169.9632198333397,166.9218525073409,168.35012509312574,173585400
2015-01-29,TSLA,13.680000305175781,13.732000350952148,13.100000381469727,13.404666900634766,53221500
2015-01-30,BND,63.86009216308594,63.86009216308594,63.67839345559908,63.74652830486999,10474400
2015-01-30,SPY,167.56878662109375,169.8540075342803,167.29994388881562,168.50976823341298,197729700
2015-01-30,TSLA,13.573332786560059,13.83133316040039,13.533332824707031,13.597332954406738,45105000
2015-02-02,BND,63.784324645996094,63.860184957586725,63.655361537514956,63.685701031934585,6070500
2015-02-02,SPY,169.64393615722656,169.73635363290484,166.23291212357785,168.07285189043168,163107000
2015-02-02,TSLA,14.062666893005371,14.130000114440918,13.553333282470703,13.597999572753906,62238000
2015-02-03,BND,63.587013244628906,63.71597621121975,63.549080236683636,63.67046123189696,1237200
2015-02-03,SPY,172.09718322753906,172.10559297416876,170.173235750488,170.55130257648872,124212900
2015-02-03,TSLA,14.557332992553711,14.691332817077637,14.084667205810547,14.214667320251465,72393000
2015-02-04,BND,63.609806060791016,63.61739382414691,63.38980722561107,63.45808552027887,2945700
2015-02-04,SPY,171.44189453125,172.55090442621585,170.97980707501424,171.32427343509346,134306700
2015-02-04,TSLA,14.569999694824219,14.76533317565918,14.453332901000977,14.552666664123535,49581000
2015-02-05,BND,63.47328186035156,63.541560183634246,63.42776683667648,63.488457393423296,2128200
2015-02-05,SPY,173.17259216308594,173.32382659631858,172.038391602656,172.11400240940398,97953200
2015-02-05,TSLA,14.732666969299316,15.031999588012695,14.642666816711426,14.658666610717773,52843500
2015-02-06,BND,63.06362533569336,63.28362424929939,63.04845559134142,63.25327897282583,2907700
2015-02-06,SPY,172.69366455078125,174.11352692184977,172.16436340613285,173.54221551148223,125672000
2015-02-06,TSLA,14.490667343139648,14.893333435058594,14.433333396911621,14.800000190734863,48658500
2015-02-09,BND,63.040855407714844,63.18499399562991,63.01051013721859,63.16981846649751,1384600
2015-02-09,SPY,171.9207305908203,172.7692815821932,171.509050483465,172.0383516472456,87219000
2015-02-09,TSLA,14.498666763305664,14.528667449951172,14.13266658782959,14.358667373657227,52086000
2015-02-10,BND,62.927101135253906,62.995379483177906,62.889173864426915,62.965034193853036,1447900
2015-02-10,SPY,173.75228881835938,174.01273457035214,171.96275626213904,172.97095156238112,96164200
2015-02-10,TSLA,14.419333457946777,14.699999809265137,14.333333015441895,14.50333309173584,80857500
2015-02-11,BND,62.927101135253906,63.00296725245216,62.88158609515266,62.965034193853036,1904000
2015-02-11,SPY,173.85311889648438,174.2900027113332,172.9289568809136,173.58427619331837,91087800
2015-02-11,TSLA,14.186667442321777,14.315999984741211,13.8186674118042,14.147333145141602,146536500
2015-02-12,BND,62.95741653442383,63.040864593505745,62.93465902517774,62.95741653442383,4662900
2015-02-12,SPY,175.52499389648438,175.58381083724592,173.8866959573776,174.65963619480914,97545900
2015-02-12,TSLA,13.525333404541016,13.53933334350586,12.885333061218262,12.904666900634766,234744000
2015-02-13,BND,62.813262939453125,62.987740977815406,62.813262939453125,62.987740977815406,1883000
2015-02-13,SPY,176.24754333496094,176.29795053474058,175.39058247950044,175.65104104458774,93670400
2015-02-13,TSLA,13.584667205810547,13.732666969299316,13.394000053405762,13.526666641235352,92865000
2015-02-17,BND,62.56291580200195,62.81325988427654,62.54015830138921,62.79808435868991,5281500
2015-02-17,SPY,176.5248260498047,176.70126409905035,175.67627479516398,175.9283108373183,76968200
2015-02-17,TSLA,13.623332977294922,13.713333129882812,13.433333396911621,13.713333129882812,59694000
2015-02-18,BND,62.73737335205078,62.82840911255147,62.57806511199854,62.65392535186646,3813000
2015-02-18,SPY,176.54165649414062,176.6172673169666,175.87792730780757,176.14678288195245,80652900
2015-02-18,TSLA,13.630666732788086,13.744667053222656,13.506667137145996,13.611332893371582,40704000
2015-02-19,BND,62.6843376159668,62.82088850881036,62.661580098454785,62.7677857053585,1322700
2015-02-19,SPY,176.4156036376953,176.78527359617777,175.79389763455464,175.9367223331069,91462500
2015-02-19,TSLA,14.11400032043457,14.162667274475098,13.583333015441895,13.666666984558105,77311500
2015-02-20,BND,62.69951248168945,62.8739906392616,62.60847662484435,62.775372801841314,3145800
2015-02-20,SPY,177.4741973876953,177.549808197294,175.36540190859282,175.99551762805618,140896400
2015-02-20,TSLA,14.473999977111816,14.506667137145996,13.987333297729492,14.052000045776367,89731500
2015-02-23,BND,62.82847213745117,62.88157493740407,62.77536933749827,62.813302389366534,3952700
2015-02-23,SPY,177.44900512695312,177.44900512695312,176.83568322392813,177.22215986392007,74411100
2015-02-23,TSLA,13.822667121887207,14.546667098999023,13.755332946777344,14.37733268737793,127497000
2015-02-24,BND,63.08636474609375,63.13187974968489,62.72222735406211,62.828432887619776,2542200
